id,first_name,last_name,full_name,previous_names,date_of_birth,date_of_death,id_number,phone_number,email,address,city,region,country,postal_code,risk_level,risk_score,case_count,case_types,court_records,occupation,employer,organization,job_title,marital_status,spouse_name,children_count,emergency_contact,emergency_phone,nationality,gender,education_level,languages,is_verified,verification_date,verification_notes,last_searched,search_count,created_at,updated_at,created_by,updated_by,status,notes
42237,STANBIC,GH,STANBIC GH,,1991-11-24 00:00:00,,,+2330244338599,stanbic.gh@morse.com,"24535 Bryan Fork, Blakeland, AL 35234",Accra,UWR,,,,,,['Civil'],,Banker,,,,,,,,,,,,"['Fante', 'Ewe']",True,,,2025-09-28 07:27:11.413454,61,2025-09-12 07:26:28+00:00,2025-09-28 07:27:11.413454+00:00,,,ACTIVE,Name extracted from case titles. Banker with 2 languages.
42129,UNITED,MATTRESS,UNITED MATTRESS,['Dominique Orr'],1966-09-25 00:00:00,,,+2330594521384,united.mattress@jones.com,"4574 Price Tunnel, Brandonbury, HI 18643",Tamale,ASR,,,,,,"['Civil', 'Criminal', 'Commercial']",,Doctor,,,,,,,,,,,,"['Twi', 'Fante']",True,,,2025-09-28 07:27:12.786461,61,2025-09-12 07:26:27+00:00,2025-09-28 07:27:12.786461+00:00,,,ACTIVE,Name extracted from case titles. Doctor with 2 languages.
42265,ARTS,OF,ARTS COUNCIL OF,,1945-11-05 00:00:00,,,+2330276772600,arts.of@cummings.com,"39807 Lawrence Neck Suite 820, Keithland, OH 45140",Kumasi,ASR,,,Low,4.0,1,['Mixed'],,Engineer,,,,,,,,,,,,"['Twi', 'English', 'Fante']",True,,,2025-09-28 07:29:39.075623,88,2025-09-12 07:26:28+00:00,2025-09-28 07:29:39.075623+00:00,,,ACTIVE,Name extracted from case titles. Engineer with 3 languages.
42267,GURU,JANAKANDA,GURU JANAKANDA,['Natalie Hall'],1989-10-25 00:00:00,,,+2330507963850,guru.janakanda@sellers.biz,"6371 Allen Falls, North Mallory, NY 43032",Cape Coast,CR,,,Low,16.0,2,['Mixed'],,Lawyer,,,,,,,,,,,,"['Fante', 'Twi', 'Dagbani']",True,,,2025-09-28 07:27:01.411848,67,2025-09-12 07:26:28+00:00,2025-09-28 07:27:01.411848+00:00,,,ACTIVE,Name extracted from case titles. Lawyer with 3 languages.
45324,ADAMU,DAGARTI,ADAMU DAGARTI,,1977-03-07 00:00:00,,,+2330597137492,adamu.dagarti@andrews-smith.com,"89637 Thomas Roads Suite 490, Thompsonbury, IN 87982",Tamale,UER,,,Medium,29.0,1,['Mixed'],,Musician,,,,,,,,,,,,['Dagbani'],True,,,2025-09-28 07:29:34.930478,99,2025-09-12 07:26:29+00:00,2025-09-28 07:29:34.930478+00:00,,,ACTIVE,Name extracted from case titles. Musician with 1 languages.
42254,HBM,COMPACT,HBM COMPACT,['Katherine Williams'],1970-09-01 00:00:00,,,+2330555321429,hbm.compact@mullen.com,"64568 Sosa Harbors Suite 139, Timfurt, AZ 73331",Sunyani,UWR,,,,,,['Civil'],,Doctor,,,,,,,,,,,,['Ewe'],True,,,2025-09-28 07:27:01.814481,67,2025-09-12 07:26:28+00:00,2025-09-28 07:27:01.814481+00:00,,,ACTIVE,Name extracted from case titles. Doctor with 1 languages.
42271,ISAAC,SAFO,ISAAC OSEI SAFO,,1973-11-18 00:00:00,,,+233059327049,isaac.safo@cohen-dixon.org,"16654 Howell Shores Suite 259, Benjaminfurt, MN 43188",Tamale,VR,,,,,,"['Civil', 'Criminal', 'Commercial']",,Accountant,,,,,,,,,,,,['Dagbani'],True,,,2025-09-28 07:27:02.186331,67,2025-09-12 07:26:28+00:00,2025-09-28 07:27:02.186331+00:00,,,ACTIVE,Name extracted from case titles. Accountant with 1 languages.
42270,KUMASI,ASSEMBLY,KUMASI METROPOLITAN ASSEMBLY,,1971-01-26 00:00:00,,,+2330501245818,kumasi.assembly@king.com,"179 Ward Route Apt. 902, Estesstad, NC 44295",Cape Coast,VR,,,,,,['Civil'],,Artist,,,,,,,,,,,,"['English', 'Ga']",True,,,2025-09-28 07:27:03.923470,65,2025-09-12 07:26:28+00:00,2025-09-28 07:27:03.923470+00:00,,,ACTIVE,Name extracted from case titles. Artist with 2 languages.
42264,LA,MERCHANT,LA BUILDERS MERCHANT,,1988-03-11 00:00:00,,,+2330558888441,la.merchant@webb.net,"1875 Griffin Parks Suite 009, New Amymouth, ND 37955",Bolgatanga,BR,,,High,99.0,3,['Mixed'],,Trader,,,,,,,,,,,,['Fante'],True,,,2025-09-28 07:27:04.948717,65,2025-09-12 07:26:28+00:00,2025-09-28 07:27:04.948717+00:00,,,ACTIVE,Name extracted from case titles. Trader with 1 languages.
39795,MADAM,AFRA,MADAM YAA AFRA,['Joshua Henderson'],2007-03-10 00:00:00,,,+2330571262747,madam.afra@robertson.com,"164 Charles Centers, Jenniferburgh, TN 21908",Koforidua,UER,,,Low,17.0,1,['Mixed'],,Politician,,,,,,,,,,,,"['Akan', 'Fante']",True,,,2025-09-28 07:27:05.666699,65,2025-09-12 07:26:27+00:00,2025-09-28 07:27:05.666699+00:00,,,ACTIVE,Name extracted from case titles. Politician with 2 languages.
42257,MATHIAS,ANYUISAH,MATHIAS ANYUISAH,['Thomas Martinez'],1966-10-17 00:00:00,,,+2330573219303,mathias.anyuisah@hatfield.com,"899 Williams Isle, Avilastad, KS 84587",Cape Coast,VR,,,Medium,42.0,1,['Mixed'],,Unemployed,,,,,,,,,,,,"['Fante', 'Akan', 'Hausa']",True,,,2025-09-28 07:27:06.022067,63,2025-09-12 07:26:28+00:00,2025-09-28 07:27:06.022067+00:00,,,ACTIVE,Name extracted from case titles. Unemployed with 3 languages.
42269,MENSAH,OTHERS,MENSAH OTHERS,,1958-09-19 00:00:00,,,+2330578097014,mensah.others@chavez.com,"72863 Arellano View, Mcculloughfurt, AR 67217",Bolgatanga,CR,,,,,,"['Civil', 'Criminal']",,Musician,,,,,,,,,,,,"['Akan', 'Hausa', 'Twi']",True,,,2025-09-28 07:27:06.352035,63,2025-09-12 07:26:28+00:00,2025-09-28 07:27:06.352035+00:00,,,ACTIVE,Name extracted from case titles. Musician with 3 languages.
42253,NII,OKULEY,NII OKU OKULEY,,1992-07-19 00:00:00,,,+2330558489793,nii.okuley@peterson.biz,"8807 Harris Manor, West Maureen, OH 98296",Koforidua,ER,,,Low,19.0,1,['Mixed'],,Banker,,,,,,,,,,,,"['Twi', 'Hausa', 'Fante']",True,,,2025-09-28 07:27:08.013678,63,2025-09-12 07:26:28+00:00,2025-09-28 07:27:08.013678+00:00,,,ACTIVE,Name extracted from case titles. Banker with 3 languages.
42255,PRESTIGE,CAPITAL,PRESTIGE CAPITAL,,1981-08-15 00:00:00,,,+2330557750865,prestige.capital@day-harris.info,"5729 Brian Ways Apt. 911, New Jeffery, TN 07761",Bolgatanga,GAR,,,,,,"['Civil', 'Criminal', 'Commercial']",,Sports Person,,,,,,,,,,,,['Fante'],True,,,2025-09-28 07:27:09.709373,63,2025-09-12 07:26:28+00:00,2025-09-28 07:27:09.709373+00:00,,,ACTIVE,Name extracted from case titles. Sports Person with 1 languages.
42261,ROBERT,KOTEY,ROBERT AMASSAH KOTEY,['Troy Myers'],1988-03-20 00:00:00,,,+2330274959003,robert.kotey@vargas.net,"2353 David Trace Suite 103, New Alan, ME 13733",Wa,UWR,,,Medium,34.0,1,['Mixed'],,Farmer,,,,,,,,,,,,['Twi'],True,,,2025-09-28 07:27:10.403484,63,2025-09-12 07:26:28+00:00,2025-09-28 07:27:10.403484+00:00,,,ACTIVE,Name extracted from case titles. Farmer with 1 languages.
42176,YUNUSA,JIBRILLA,YUNUSA JIBRILLA,['Christopher Norton'],1955-04-24 00:00:00,,,+2330282169087,yunusa.jibrilla@chavez-kline.net,"36426 Brandon Locks Suite 214, Lake Scottland, DE 02829",Cape Coast,UWR,,,High,74.0,2,['Mixed'],,Teacher,,,,,,,,,,,,"['Ga', 'Twi', 'English']",True,,,2025-09-28 07:27:13.871470,61,2025-09-12 07:26:28+00:00,2025-09-28 07:27:13.871470+00:00,,,ACTIVE,Name extracted from case titles. Teacher with 3 languages.
42282,BEATRICE,ABOAGYE,BEATRICE BEDUA ABOAGYE,,1949-12-02 00:00:00,,,+2330546507825,beatrice.aboagye@browning.info,"USNS Scott, FPO AP 19683",Bolgatanga,BR,,,Low,14.0,1,['Mixed'],,Teacher,,,,,,,,,,,,"['Ewe', 'Twi']",True,,,2025-09-28 07:29:00.750174,130,2025-09-12 07:26:28+00:00,2025-09-28 07:29:00.750174+00:00,,,ACTIVE,Name extracted from case titles. Teacher with 2 languages.
39814,CYNTHIA,GHANSAH,CYNTHIA DWOMOH GHANSAH,,1954-06-16 00:00:00,,,+2330269498399,cynthia.ghansah@daniels.com,"124 Jones Roads Apt. 726, New Jorge, OH 74641",Ho,GAR,,,Medium,40.0,1,['Mixed'],,Lawyer,,,,,,,,,,,,['Twi'],True,,,2025-09-28 07:29:16.990815,71,2025-09-12 07:26:27+00:00,2025-09-28 07:29:16.990815+00:00,,,ACTIVE,Name extracted from case titles. Lawyer with 1 languages.
39817,DARKO,ANOTHER,DARKO ANOTHER,['Nicole Morrison'],1961-11-05 00:00:00,,,+2330279051688,darko.another@nichols-nelson.com,"313 Antonio Stravenue Suite 866, Wernerfurt, MP 87890",Tamale,VR,,,,,,['Civil'],,Journalist,,,,,,,,,,,,['Dagbani'],True,,,2025-09-28 07:29:20.631452,70,2025-09-12 07:26:27+00:00,2025-09-28 07:29:20.631452+00:00,,,ACTIVE,Name extracted from case titles. Journalist with 1 languages.
42285,FOSTER,BOATENG,FOSTER BOATENG,,1951-02-21 00:00:00,,,+2330551343075,foster.boateng@wagner.org,"PSC 8265, Box 4346, APO AA 14334",Accra,GAR,,,,,,['Civil'],,Student,,,,,,,,,,,,['Dagbani'],True,,,2025-09-28 07:26:59.929924,67,2025-09-12 07:26:28+00:00,2025-09-28 07:26:59.929924+00:00,,,ACTIVE,Name extracted from case titles. Student with 1 languages.
42292,INTERCITY,COACHES,INTERCITY STC COACHES,,1997-05-06 00:00:00,,,+2330557723536,intercity.coaches@taylor-davis.com,"77314 Laura Wells Suite 092, West Rachel, AK 08827",Kumasi,WR,,,,,,['Civil'],,Teacher,,,,,,,,,,,,['Ga'],True,,,2025-09-28 07:27:02.186331,67,2025-09-12 07:26:28+00:00,2025-09-28 07:27:02.186331+00:00,,,ACTIVE,Name extracted from case titles. Teacher with 1 languages.
39821,JOSEPH,ACQUAH,JOSEPH ACQUAH,,1969-08-10 00:00:00,,,+2330206838298,joseph.acquah@davila.com,"58649 Anthony Streets, Karenmouth, MN 26800",Koforidua,VR,,,,,,"['Civil', 'Criminal', 'Commercial']",,Banker,,,,,,,,,,,,"['Akan', 'Hausa']",True,,,2025-09-28 07:27:02.859387,67,2025-09-12 07:26:27+00:00,2025-09-28 07:27:02.859387+00:00,,,ACTIVE,Name extracted from case titles. Banker with 2 languages.
42293,JOHN,BANDOH,JOHN BANDOH,,1970-11-12 00:00:00,,,+2330285684416,john.bandoh@buchanan.com,"17469 Dixon Path Suite 828, New Stephanie, SC 78453",Ho,VR,,,Medium,20.0,2,['Mixed'],,Business Owner,,,,,,,,,,,,"['Fante', 'Akan', 'Twi']",True,,,2025-09-28 07:27:02.859387,67,2025-09-12 07:26:28+00:00,2025-09-28 07:27:02.859387+00:00,,,ACTIVE,Name extracted from case titles. Business Owner with 3 languages.
42277,KATE,MENSAH,KATE AFFRAM MENSAH,,1973-05-27 00:00:00,,,+2330592964970,kate.mensah@williams.com,"736 Kristen Coves Suite 229, Elaineside, CA 29831",Sunyani,BR,,,Medium,21.0,1,['Mixed'],,Retired,,,,,,,,,,,,"['English', 'Hausa', 'Twi']",True,,,2025-09-28 07:27:03.568624,66,2025-09-12 07:26:28+00:00,2025-09-28 07:27:03.568624+00:00,,,ACTIVE,Name extracted from case titles. Retired with 3 languages.
42286,MINISTER,INTERIOR,MINISTER OF INTERIOR,,2004-10-30 00:00:00,,,+233027891196,minister.interior@garrett-compton.info,"651 Estes Roads, West Julie, LA 38619",Bolgatanga,UWR,,,Medium,41.0,2,['Mixed'],,Doctor,,,,,,,,,,,,"['Dagbani', 'English']",True,,,2025-09-28 07:27:06.352035,63,2025-09-12 07:26:28+00:00,2025-09-28 07:27:06.352035+00:00,,,ACTIVE,Name extracted from case titles. Doctor with 2 languages.
42280,PHILIP,ABABIO,PHILIP KWAKU ABABIO,['David Mayer'],1999-06-30 00:00:00,,,+2330271867281,philip.ababio@morris.com,"670 Carroll Ways, Taraburgh, LA 33781",Kumasi,GAR,,,Low,18.0,1,['Mixed'],,Sports Person,,,,,,,,,,,,"['Twi', 'English']",True,,,2025-09-28 07:27:09.709373,63,2025-09-12 07:26:28+00:00,2025-09-28 07:27:09.709373+00:00,,,ACTIVE,Name extracted from case titles. Sports Person with 2 languages.
41336,WINFRED,ARYEH,WINFRED OTUAFRO ARYEH,,1956-09-06 00:00:00,,,+2330551613950,winfred.aryeh@thomas.biz,"0646 Cooke Heights, Port Danielmouth, SC 84369",Koforidua,CR,,,,,,"['Civil', 'Criminal', 'Commercial']",,Banker,,,,,,,,,,,,['Ga'],True,,,2025-09-28 07:27:13.262170,61,2025-09-12 07:26:27+00:00,2025-09-28 07:27:13.262170+00:00,,,ACTIVE,Name extracted from case titles. Banker with 1 languages.
43035,ADJUIK,YAKUBU,ADJUIK YAKUBU,['Barbara Frank'],2000-04-02 00:00:00,,,+2330278456510,adjuik.yakubu@beasley.com,"644 Jones Lodge, East Donna, IN 66177",Koforidua,GAR,,,Low,19.0,1,['Mixed'],,Banker,,,,,,,,,,,,"['Akan', 'Hausa', 'English']",True,,,2025-09-28 07:29:35.480486,99,2025-09-12 07:26:28+00:00,2025-09-28 07:29:35.480486+00:00,,,ACTIVE,Name extracted from case titles. Banker with 3 languages.
44704,BARNIE,ANOTHER,BARNIE ANOTHER,,1966-08-26 00:00:00,,,+233054739909,barnie.another@oneill-costa.com,"0825 James Circle, Lake Ronaldmouth, NY 75843",Takoradi,VR,,,,,,"['Civil', 'Criminal']",,Musician,,,,,,,,,,,,"['Hausa', 'Twi', 'Ga']",True,,,2025-09-28 07:29:00.750174,76,2025-09-12 07:26:28+00:00,2025-09-28 07:29:00.750174+00:00,,,ACTIVE,Name extracted from case titles. Musician with 3 languages.
42320,CONSTANT,GLADZAH,CONSTANT GLADZAH,,1951-10-15 00:00:00,,,+2330242712169,constant.gladzah@kennedy.com,"7445 Michelle Overpass Suite 658, Frankchester, TN 31671",Sunyani,ASR,,,Low,18.0,1,['Mixed'],,Trader,,,,,,,,,,,,"['Fante', 'Hausa', 'English']",True,,,2025-09-28 07:29:14.959693,71,2025-09-12 07:26:28+00:00,2025-09-28 07:29:14.959693+00:00,,,ACTIVE,Name extracted from case titles. Trader with 3 languages.
42305,ELIZABETH,BOATENG,ELIZABETH BOATENG,,1960-11-13 00:00:00,,,+2330288832459,elizabeth.boateng@arroyo-smith.info,"1488 Brown Isle, North Kimview, CT 11528",Tamale,VR,,,High,59.0,2,['Mixed'],,Retired,,,,,,,,,,,,"['Twi', 'Ga', 'English']",True,,,2025-09-28 07:29:27.283683,68,2025-09-12 07:26:28+00:00,2025-09-28 07:29:27.283683+00:00,,,ACTIVE,Name extracted from case titles. Retired with 3 languages.
42300,FRED,TETTEH,FRED TETTEH,['Sydney Dickerson'],1985-01-07 00:00:00,,,+2330244870832,fred.tetteh@gonzalez-davis.com,"7130 Fleming Mission Suite 310, North Kimberlyburgh, WI 17516",Takoradi,GAR,,,,,,"['Civil', 'Criminal', 'Commercial']",,Civil Servant,,,,,,,,,,,,['Akan'],True,,,2025-09-28 07:27:00.336958,67,2025-09-12 07:26:28+00:00,2025-09-28 07:27:00.336958+00:00,,,ACTIVE,Name extracted from case titles. Civil Servant with 1 languages.
39818,KORLE,HOSPITAL,KORLE BU TEACHING HOSPITAL,,1993-09-24 00:00:00,,,+2330279105740,korle.hospital@watts.info,"698 Susan Greens Apt. 145, Craigborough, MP 93899",Sunyani,CR,,,,,,"['Civil', 'Criminal', 'Commercial']",,Judge,,,,,,,,,,,,"['Ga', 'Dagbani']",True,,,2025-09-28 07:27:03.923470,65,2025-09-12 07:26:27+00:00,2025-09-28 07:27:03.923470+00:00,,,ACTIVE,Name extracted from case titles. Judge with 2 languages.
42303,KUMA,ANOTHER,KUMA ANOTHER,['Tamara Swanson'],2000-07-25 00:00:00,,,+2330595086625,kuma.another@rodriguez.biz,"2513 Michael Well Suite 082, New Robert, FL 99494",Koforidua,ER,,,,,,['Civil'],,Lawyer,,,,,,,,,,,,"['Hausa', 'Twi', 'Ewe']",True,,,2025-09-28 07:27:03.923470,65,2025-09-12 07:26:28+00:00,2025-09-28 07:27:03.923470+00:00,,,ACTIVE,Name extracted from case titles. Lawyer with 3 languages.
42310,KWAKYE,ANOTHER,KWAKYE ANOTHER,,2003-05-12 00:00:00,,,+2330248626996,kwakye.another@farmer.com,"7540 Brown Wells, Rodriguezside, IN 01998",Wa,BR,,,,,,"['Civil', 'Criminal']",,Accountant,,,,,,,,,,,,['Hausa'],True,,,2025-09-28 07:27:04.625679,65,2025-09-12 07:26:28+00:00,2025-09-28 07:27:04.625679+00:00,,,ACTIVE,Name extracted from case titles. Accountant with 1 languages.
42319,LANDS,COMMISSION,LANDS COMMISSION,,1995-06-16 00:00:00,,,+233027735567,lands.commission@jones.com,"USNV Morris, FPO AP 16431",Wa,ASR,,,,,,"['Civil', 'Criminal', 'Commercial']",,Farmer,,,,,,,,,,,,['Ga'],True,,,2025-09-28 07:27:04.948717,65,2025-09-12 07:26:28+00:00,2025-09-28 07:27:04.948717+00:00,,,ACTIVE,Name extracted from case titles. Farmer with 1 languages.
42309,MARY,ANIMAH,MARY AMMA ANIMAH,,1990-04-15 00:00:00,,,+2330578064336,mary.animah@perry-martinez.com,"442 Julia Islands Apt. 568, West James, TN 77564",Takoradi,WR,,,,,,"['Civil', 'Criminal', 'Commercial']",,Sports Person,,,,,,,,,,,,"['Akan', 'Fante', 'English']",True,,,2025-09-28 07:27:06.022067,63,2025-09-12 07:26:28+00:00,2025-09-28 07:27:06.022067+00:00,,,ACTIVE,Name extracted from case titles. Sports Person with 3 languages.
39828,MISWA,CHEMICALS,MISWA CHEMICALS,,1980-03-13 00:00:00,,,+2330277849007,miswa.chemicals@garcia.com,"403 Harris Hill Apt. 249, East Laura, DE 00844",Bolgatanga,GAR,,,Medium,36.0,1,['Mixed'],,Lawyer,,,,,,,,,,,,['Twi'],True,,,2025-09-28 07:27:06.681058,63,2025-09-12 07:26:27+00:00,2025-09-28 07:27:06.681058+00:00,,,ACTIVE,Name extracted from case titles. Lawyer with 1 languages.
43132,ADOMTHAR,INDUSTRIES,ADOMTHAR TIMBER INDUSTRIES,['Lisa Page'],1969-09-15 00:00:00,,,+2330542680656,adomthar.industries@meyer.com,"260 Valdez Court, Port Christopherfort, PW 75763",Koforidua,ER,,,,,,"['Civil', 'Criminal', 'Commercial']",,Lawyer,,,,,,,,,,,,['Akan'],True,,,2025-09-28 07:29:35.480486,97,2025-09-12 07:26:28+00:00,2025-09-28 07:29:35.480486+00:00,,,ACTIVE,Name extracted from case titles. Lawyer with 1 languages.
41687,BABY,AKANI,BABY BOI AKANI,['Michael Ayala'],1981-06-19 00:00:00,,,+233055824441,baby.akani@harris.com,"100 Robert Track, Blevinston, FL 42032",Accra,ASR,,,Medium,31.0,1,['Mixed'],,Musician,,,,,,,,,,,,"['Fante', 'Hausa']",True,,,2025-09-28 07:29:00.750174,76,2025-09-12 07:26:27+00:00,2025-09-28 07:29:00.750174+00:00,,,ACTIVE,Name extracted from case titles. Musician with 2 languages.
42332,CECILIA,GYAMFI,CECILIA GYAMFI,,2000-10-09 00:00:00,,,+2330277458557,cecilia.gyamfi@roberts.biz,"6086 Brian Valley Apt. 758, Leahside, PA 11653",Bolgatanga,UER,,,,,,['Civil'],,Sports Person,,,,,,,,,,,,['Hausa'],True,,,2025-09-28 07:29:07.761905,74,2025-09-12 07:26:28+00:00,2025-09-28 07:29:07.761905+00:00,,,ACTIVE,Name extracted from case titles. Sports Person with 1 languages.
42341,EDWARD,FRIMPONG,EDWARD FRIMPONG,,1945-07-09 00:00:00,,,+2330203145946,edward.frimpong@baird.com,"013 Xavier Station, South Kirk, WY 47158",Cape Coast,VR,,,Low,8.0,1,['Mixed'],,Doctor,,,,,,,,,,,,"['Ewe', 'Twi', 'Dagbani']",True,,,2025-09-28 07:29:26.219385,68,2025-09-12 07:26:28+00:00,2025-09-28 07:29:26.219385+00:00,,,ACTIVE,Name extracted from case titles. Doctor with 3 languages.
42326,KALIBU,ANOTHER,KALIBU ANOTHER,,2002-05-29 00:00:00,,,+2330553188164,kalibu.another@bailey.com,"Unit 2465 Box 1139, DPO AA 15079",Tamale,UER,,,,,,"['Civil', 'Criminal', 'Commercial']",,Consultant,,,,,,,,,,,,"['Akan', 'Fante']",True,,,2025-09-28 07:27:03.236397,66,2025-09-12 07:26:28+00:00,2025-09-28 07:27:03.236397+00:00,,,ACTIVE,Name extracted from case titles. Consultant with 2 languages.
39824,NANA,II,NANA ADU KWAMENA II,,2003-11-10 00:00:00,,,+233050623158,nana.ii@gonzalez.com,"Unit 6931 Box 8020, DPO AE 05351",Cape Coast,BR,,,Low,18.0,1,['Mixed'],,Musician,,,,,,,,,,,,"['English', 'Akan', 'Fante']",True,,,2025-09-28 07:27:07.020366,63,2025-09-12 07:26:27+00:00,2025-09-28 07:27:07.020366+00:00,,,ACTIVE,Name extracted from case titles. Musician with 3 languages.
42328,PER,ATTORNEY,PER HIS LAWFUL ATTORNEY,,1973-02-24 00:00:00,,,+23305551376,per.attorney@beck.com,"285 Angela Street Apt. 442, South Michaelborough, MO 35020",Cape Coast,UER,,,,,,"['Civil', 'Criminal']",,Trader,,,,,,,,,,,,"['Fante', 'Ewe']",True,,,2025-09-28 07:27:09.709373,63,2025-09-12 07:26:28+00:00,2025-09-28 07:27:09.709373+00:00,,,ACTIVE,Name extracted from case titles. Trader with 2 languages.
42339,RIAD,HOZAIFEH,RIAD HOZAIFEH,,1950-04-27 00:00:00,,,+2330275562211,riad.hozaifeh@roberts.com,"Unit 6073 Box 2272, DPO AP 62636",Tamale,ASR,,,,,,"['Civil', 'Criminal', 'Commercial']",,Journalist,,,,,,,,,,,,['Akan'],True,,,2025-09-28 07:27:10.063381,63,2025-09-12 07:26:28+00:00,2025-09-28 07:27:10.063381+00:00,,,ACTIVE,Name extracted from case titles. Journalist with 1 languages.
42335,THOMAS,BENTIL,THOMAS SILAS BENTIL,['Lynn Gordon'],1951-07-03 00:00:00,,,+2330565193221,thomas.bentil@woods-duffy.com,"028 Karen Overpass, Lake Brian, NJ 22352",Wa,NR,,,Medium,27.0,1,['Mixed'],,Judge,,,,,,,,,,,,"['Hausa', 'Fante']",True,,,2025-09-28 07:27:12.434638,61,2025-09-12 07:26:28+00:00,2025-09-28 07:27:12.434638+00:00,,,ACTIVE,Name extracted from case titles. Judge with 2 languages.
43179,ADOLF,MOUNEKE,ADOLF MOUNEKE,,1953-04-10 00:00:00,,,+2330264553964,adolf.mouneke@taylor-lewis.com,"982 Huffman Ville Suite 318, Port Andrewshire, AL 43645",Accra,VR,,,Low,3.0,1,['Mixed'],,Artist,,,,,,,,,,,,"['Akan', 'Fante', 'Dagbani']",True,,,2025-09-28 07:29:35.480486,97,2025-09-12 07:26:28+00:00,2025-09-28 07:29:35.480486+00:00,,,ACTIVE,Name extracted from case titles. Artist with 3 languages.
42359,AKWASI,AMPATE,AKWASI AMPATE,,1950-08-25 00:00:00,,,+2330207027489,akwasi.ampate@moore-dixon.org,"USCGC Johnson, FPO AP 28165",Koforidua,ER,,,,,,['Civil'],,Business Owner,,,,,,,,,,,,"['Fante', 'Twi']",True,,,2025-09-28 07:29:36.533990,97,2025-09-12 07:26:28+00:00,2025-09-28 07:29:36.533990+00:00,,,ACTIVE,Name extracted from case titles. Business Owner with 2 languages.
42005,BEATRICE,MORGAN,BEATRICE BAMFOE MORGAN,['Katherine Carter'],1966-08-26 00:00:00,,,+2330246571138,beatrice.morgan@campbell-warren.com,"58253 Elizabeth Trace Apt. 001, Hendersonville, MS 92854",Tamale,VR,,,Low,8.0,1,['Mixed'],,Lawyer,,,,,,,,,,,,"['Ewe', 'Fante', 'Hausa']",True,,,2025-09-28 07:29:00.750174,76,2025-09-12 07:26:27+00:00,2025-09-28 07:29:00.750174+00:00,,,ACTIVE,Name extracted from case titles. Lawyer with 3 languages.
42358,ASAKUM,ENGINEERING,ASAKUM ENGINEERING,['David Mack'],1963-05-03 00:00:00,,,+2330556130036,asakum.engineering@douglas.com,"003 Booker Lodge, South Garrett, AS 03242",Bolgatanga,ASR,,,,,,['Civil'],,Accountant,,,,,,,,,,,,"['Twi', 'Akan']",True,,,2025-09-28 07:29:39.075623,88,2025-09-12 07:26:28+00:00,2025-09-28 07:29:39.075623+00:00,,,ACTIVE,Name extracted from case titles. Accountant with 2 languages.
42363,EVELYN,OFFEI,EVELYN ASIEDU OFFEI,,1946-05-26 00:00:00,,,+2330206476939,evelyn.offei@scott-flores.org,"11533 Davis Curve Suite 311, Burnshaven, NH 94386",Accra,VR,,,Medium,40.0,1,['Mixed'],,Journalist,,,,,,,,,,,,"['Fante', 'English']",True,,,2025-09-28 07:26:59.551439,117,2025-09-12 07:26:28+00:00,2025-09-28 07:26:59.551439+00:00,,,ACTIVE,Name extracted from case titles. Journalist with 2 languages.
42349,FERBRIT,INTERNATIONAL,FERBRIT INTERNATIONAL,['Gerald Phelps'],1961-01-19 00:00:00,,,+2330248850120,ferbrit.international@osborn-velez.info,"398 Davis Brook Suite 631, West Gabrielamouth, SC 85481",Sunyani,ASR,,,Medium,29.0,1,['Mixed'],,Student,,,,,,,,,,,,['Akan'],True,,,2025-09-28 07:26:59.929924,67,2025-09-12 07:26:28+00:00,2025-09-28 07:26:59.929924+00:00,,,ACTIVE,Name extracted from case titles. Student with 1 languages.
42353,JOY,AKUAMOAH,JOY ASANTEWAA AKUAMOAH,,1992-09-15 00:00:00,,,+2330569984245,joy.akuamoah@lopez-guerrero.com,"923 Jackson Ports, East Jamesmouth, WI 93178",Takoradi,GAR,,,Medium,32.0,1,['Mixed'],,Civil Servant,,,,,,,,,,,,"['Twi', 'Akan']",True,,,2025-09-28 07:27:03.236397,67,2025-09-12 07:26:28+00:00,2025-09-28 07:27:03.236397+00:00,,,ACTIVE,Name extracted from case titles. Civil Servant with 2 languages.
42361,KWASI,ASANTE,KWASI ASANTE,,1955-01-26 00:00:00,,,+2330246332105,kwasi.asante@hood.com,"486 Mccann Mission, Dorothytown, MD 16705",Accra,VR,,,Low,8.0,1,['Mixed'],,Unemployed,,,,,,,,,,,,"['Fante', 'Hausa', 'Twi']",True,,,2025-09-28 07:27:04.625679,65,2025-09-12 07:26:28+00:00,2025-09-28 07:27:04.625679+00:00,,,ACTIVE,Name extracted from case titles. Unemployed with 3 languages.
42347,PAUL,TAWIAH,PAUL KENNEDY TAWIAH,,1970-12-01 00:00:00,,,+2330276422818,paul.tawiah@brewer.com,"59041 Lee Rue, North Jenniferburgh, HI 19371",Ho,UWR,,,Low,7.0,1,['Mixed'],,Doctor,,,,,,,,,,,,"['English', 'Ewe', 'Dagbani']",True,,,2025-09-28 07:27:09.375653,63,2025-09-12 07:26:28+00:00,2025-09-28 07:27:09.375653+00:00,,,ACTIVE,Name extracted from case titles. Doctor with 3 languages.
